,Location,Item_Name,BidPrice,ID,BuyNowPricee
888,Auckland,Best black iPhone 4s Back Glass Cover Replacem,$16.99,1356870581,$16.99
889,Auckland,ZTE V812 Black - Skinny locked - New - 12 Month Warranty,$50.00,1355406693,$50.00
890,Auckland,Samsung I9295 Galaxy S4 Active Orange As New,$289.00,1354648749,$289.00
891,Auckland,Samsung Galaxy Y Gt-S5360t On Clearance,$49.99,1354660677,$49.99
892,Auckland,Brand New Samsung Galaxy S7 EDGE SM-G935F Coral Blue 32GB,$999.99,1354663057,$999.99
893,Auckland,Brand New Samsung Galaxy S4 I9505 White,$279.00,1354663169,$279.00
894,Auckland,HTC 10 M10 32GB Grey NZ New Unlocked,$759.00,1354666216,$759.00
895,Hong Kong,Samsung Galaxy J7 J700H Dual SIM 3G - White | Brand New Unlocked,BuyNowOnly,1356167124,$323.00
896,Auckland,Sony Xperia Tipo 3.2'' Unlocked Phone,$89.00,1354669676,$89.00
897,Auckland,Brand New Samsung S7710 Galaxy Xcover 2,$199.00,1354669689,$199.00
898,Auckland,Samsung G930 Galaxy S7 32GB NZ New,$899.00,1354669754,$899.00
899,Auckland,"Sony Xperia Z3 Compact 4.6"" 20MP camera only $499",$499.00,1354670922,$499.00
900,Auckland,6 inch 3G Android 5.1 Dual Sim SmartPhone GPS/WIFI,BuyNowOnly,1354676360,$179.00
901,Auckland,iPhone 7 Plus / 256GB / Silver / Sealed Box / NZ Stock,"$1,699",1354681813,"$1,699"
902,Auckland,iPhone 7 Plus / 256GB / Black / Sealed Box / NZ Stock,"$1,699",1354681815,"$1,699"
903,Auckland,Apple Iphone 7 256Gb Black,"$1,619",1354684113,"$1,619"
904,Auckland,Samsung Galaxy S7 Sm-G930f 32Gb Silver As New,$639.00,1354697773,$639.00
905,Waikato,Alcatel 4024X Pixi First Grey Unlocked Phone *,$75.00,1354699885,$75.00
906,Auckland,Samsung Galaxy S7 Sm-G930f 32Gb Black As New,$639.00,1354703441,$639.00
907,Auckland,Samsung Galaxy S7 SM-G930F 32GB GOLD As New,$639.00,1354704928,$639.00
908,Auckland,As New Samsung Galaxy J5 Black 8GB WHITE ON CLEARANCE,$264.99,1354706031,$264.99
909,Auckland,Samsung Galaxy S7 Sm-G930f Silver Brand New,$679.00,1354714938,$679.00
910,Hong Kong,Samsung Galaxy S7 edge G935F 32GB - Gold | Brand New,BuyNowOnly,1356213947,$770.00
911,Hong Kong,Samsung Galaxy S7 edge G935F 32GB - Black | Brand New,BuyNowOnly,1356213984,$770.00
912,Hong Kong,Samsung Galaxy S7 edge G935F 32GB - Silver | Brand New,BuyNowOnly,1356213997,$770.00
913,Auckland,Apple Iphone Se 16Gb Rose Gold,$799.00,1354721707,$799.00
914,Auckland,As New Apple Iphone 6S 128Gb Gold,$729.99,1354727783,$729.99
915,Hong Kong,Sony Xperia XZ F8332 Dual SIM 64GB - Blue | Brand New Unlocked,BuyNowOnly,1356223566,$698.00
916,Auckland,Brand New Apple Iphone 6S plus 16GB Silver Sealed box,"$1,200",1354730051,"$1,200"
917,Auckland,Ex Demo Vodafone Smart 4 Mini V785 Black,$69.99,1354731918,$69.99
918,Auckland,BRAND NEW Samsung Galaxy S4 Mini 16GB Smartphone (SEALED BOX),$348.00,1354739043,$349.98
919,Hong Kong,Sony Xperia M5 Dual Sim E5633 16GB - Gold | Brand New Unlocked,BuyNowOnly,1356249791,$366.00
920,Hong Kong,Samsung Galaxy J7 J710FD 2016 Dual SIM - Gold | Brand New Unlocked,BuyNowOnly,1356252494,$325.00
921,Hong Kong,Samsung Galaxy S8+ Plus G955FD Dual Sim 64GB - Maple Gold | Brand New,BuyNowOnly,1356257141,"$1,110"
922,Hong Kong,LG G Flex2 H955 16GB - Platinum Silver | Brand New,BuyNowOnly,1356263754,$377.00
923,Otago,Samsung Galaxy S4 Battery,BuyNowOnly,1352400292,$13.85
924,Auckland,ASUS Zenfone 3 (ZE552KL) Black,$647.00,1354789051,$647.00
926,Hong Kong,Samsung Galaxy S7 Edge G9350 32GB - Black | Brand New,BuyNowOnly,1356293411,$762.00
927,Hong Kong,Sony Xperia Z5 Dual E6683 32GB - Black | Brand New Unlocked,BuyNowOnly,1356307230,$523.00
928,Hong Kong,Xiaomi Redmi Note 4 4G Dual Sim 64GB - Silver | Brand New Unlocked,BuyNowOnly,1356308693,$303.00
929,Hong Kong,Asus 3 Deluxe ZS570KL Dual Sim 64GB - Silver | Brand New Unlocked,BuyNowOnly,1356310724,$796.00
930,Hong Kong,Xiaomi Mi 5s 4G Dual Sim 64GB - Grey | Brand New Unlocked,BuyNowOnly,1356315393,$452.00
931,Auckland,iPhone 5 Genuine Battery 1560mAh Opening Tools,$19.99,1354830936,$19.99
932,Hong Kong,Samsung Galaxy J7 J700H Dual SIM 3G - Gold | Brand New Unlocked,BuyNowOnly,1356317679,$323.00
933,Hong Kong,Samsung Galaxy J5 J500H 3G Dual SIM 8GB - White | Brand New Unlocked,BuyNowOnly,1356317802,$257.00
935,Auckland,Samsung Gear Fit 2,$100.00,1354846677,BidOnly
936,Marlborough,Original Samsung Galaxy Note 3 3G RAM 16GB Unlocked,$329.99,1357103757,$329.99
937,Auckland,Apple iPhone 5 32gb Black brand new condition,BuyNowOnly,1354855685,$439.00
939,Canterbury,Nokia Classic 2730,$50.00,1354873201,BidOnly
940,Waikato,Samsung G389f Galaxy Xcover 3 NZ NEW Phone *,$299.00,1354570987,$299.00
941,Waikato,Huawei Ascend G526 Black 4G NZ NEW Phone *,$99.00,1354571763,$99.00
942,Waikato,Huawei P8 lite 16GB Black Unlocked NZ NEW Cellphone *,$239.00,1354571854,$239.00
943,Auckland,Samsung Core Prime G360 EB-BG360BBE Battery,$29.00,1354879773,$29.00
944,Hong Kong,Sony Xperia Z5 Dual E6633 32GB - Black | Brand New Unlocked,BuyNowOnly,1356361984,$515.00
945,Auckland,100% Genuine S3 Battery i9300 Samsung Galaxy Origi,$36.99,1354894388,$36.99
946,Auckland,MOBILE PHONE Socket Rings BULK - 33,$30.00,1354894413,$35.00
947,Auckland,Honda XCAR LINK USB Car Interface,$149.99,1354483826,$149.99
948,Auckland,Toyota Xcar Link Usb Car Interface,$149.99,1354483838,$149.99
949,Auckland,Apple iPhone 7 32GB Black Brand New,"$1,239",1354898826,"$1,239"
950,Auckland,Samsung Galaxy Note 5 32GB Black Ex Demo,$639.99,1354935215,$639.99
951,Auckland,"Rugged 3G Mobile Phone AGM M1 - IP68, Removable Battery 2570mAh, 2MP Camera",BuyNowOnly,1354943534,$189.00
952,Auckland,"D5 Android Smart Watch - Wi-Fi, 3G SIM, BT4.0, GPS",BuyNowOnly,1354944343,$249.00
953,Auckland,iMacwear SPARTA SmartWatch Phone - IP67 Waterproof,$229.00,1354943691,$229.00
954,Auckland,Oukitel K10000 Android Smartphone-10000mAh Battery,BuyNowOnly,1354944305,$429.00
955,Auckland,iNew Mini 1 Credit Card Phone - Quad Band GSM,BuyNowOnly,1354944002,$59.00
956,Auckland,Blackview Android 6.0 Smartphone - 4G Dual SIM,BuyNowOnly,1354944194,$469.00
957,Auckland,"Rugged Android 6.0 Smartphone - Android 6.0, Quad Core CPU, 2GB RAM, Full Keypad",BuyNowOnly,1354943484,$339.00
958,Auckland,Rugged NO.1 A9 Waterproof Phone – 4800mAh Battery,BuyNowOnly,1354943630,$169.00
959,Auckland,VK World Z2 Seniors Mobile Phone - Large Keys,BuyNowOnly,1354944422,$149.00
960,Auckland,Rugged NO.1 A9 Waterproof Phone – 4800mAh Battery,BuyNowOnly,1354943630,$169.00
962,Auckland,"Rugged Android 6.0 Smartphone - Android 6.0, Quad Core CPU, 2GB RAM, Full Keypad",BuyNowOnly,1354943484,$339.00
963,Auckland,"HG04 Rugged Smartphone - Quad Core CPU, Dual SIM 4G",BuyNowOnly,1354943774,$499.00
964,Auckland,"AGM A8 Rugged Android Phone - Android 7.0, 4G, Quad-Core CPU, 3GB RAM, 5 Inch I",BuyNowOnly,1354943878,$389.00
965,Auckland,"13.3"" LED matte Bottom Right Super Slim 40PIN",$139.99,1354956306,$140.99
966,Hong Kong,Sony Xperia XZs G8232 Dual 64GB - Warm Silver | Brand New,BuyNowOnly,1356416774,$806.00
967,Hong Kong,Huawei P9 Lite VNS-L22 Dual Sim (Dual Stand-By) 16GB - White | Brand New,BuyNowOnly,1356419162,$331.00
968,Auckland,Samsung Galaxy Note 5 32GB White - Brand New Sealed,$949.00,1354967601,$949.00
969,Hong Kong,BlackBerry DTEK50 Secure 16GB - Black - | Brand New Unlocked,BuyNowOnly,1356424895,$380.00
970,Hong Kong,Sony Xperia XZ F8332 Dual SIM 64GB - Black | Brand New Unlocked,BuyNowOnly,1356425902,$698.00
971,Auckland,iPhone 7 Plus / 128GB / Black / Sealed Box / NZ Stock,"$1,499",1354982130,"$1,499"
972,Hong Kong,Apple iPhone 7 - 256GB - Rose Gold | Brand New Unlocked,BuyNowOnly,1356434521,"$1,307"
973,Hong Kong,Sony Xperia XA1 G3116 Dual 32GB - Gold | Brand New,BuyNowOnly,1356447064,$407.00
974,Hong Kong,Sony Xperia XA1 G3116 Dual 32GB - White | Brand New,BuyNowOnly,1356451023,$407.00
975,Hong Kong,Asus ZenFone 3 Ultra ?ZU680KL 64GB - Silver | Brand New Unlocked,BuyNowOnly,1356457982,$763.00
976,Auckland,Samsung Galaxy Note 4 Armband ___Latest,$14.99,1355025363,$14.99
977,Hong Kong,Samsung Galaxy A9 Pro A9100 Dual Sim 32GB (2016) - White | Brand New,BuyNowOnly,1356488042,$520.00
978,Hong Kong,LG G5 H860 32GB Dual Sim - Black | Brand New,BuyNowOnly,1356489104,$575.00
979,Hong Kong,Samsung Galaxy A9 Pro A9100 Dual Sim 32GB (2016) - Black | Brand New,BuyNowOnly,1356490932,$520.00
980,Hong Kong,Xiaomi Mi Note 2 4G Dual Sim 64GB - Black | Brand New Unlocked,BuyNowOnly,1356494218,$644.00
981,Hong Kong,Xiaomi Mi 5 Prime 4G Dual Sim 64GB - White | Brand New Unlocked,BuyNowOnly,1356494250,$396.00
982,Auckland,MEIZU M5 Note Smartphone 3GB Ram 32GB Grey. 2 Years Warranty Full metal awesome.,BuyNowOnly,1355055499,$304.98
983,Auckland,MEIZU M5 Note Smartphone 3GB 32GB Silver. 2 Years Warranty Full metal awesome.,BuyNowOnly,1355055512,$304.98
984,Auckland,MEIZU M5 Note Smartphone 3GB 32GB Gold. 2 Years Warranty Full metal awesome.,BuyNowOnly,1355055540,$304.98
985,Auckland,Samsung Galaxy J7 Prime Smartphone 32GB Black,BuyNowOnly,1355118987,$559.98
986,Auckland,Samsung Galaxy S8 SM-G955F Smartphone 64GB Maple Gold 2 Years Warranty,BuyNowOnly,1355120463,"$1,529"
987,Auckland,Samsung Galaxy S8 SM-G950F Smartphone 64GB Orchid Grey 2 Years Warranty,BuyNowOnly,1355120636,"$1,325"
988,Auckland,Samsung Galaxy J3 (2016) Smartphone 8GB Black 2 Year Warranty,BuyNowOnly,1355122337,$253.98
989,Auckland,Apple iPhone SE 16GB Gold,BuyNowOnly,1355125573,$763.97
990,Auckland,Huawei P9 Smartphone 32GB Titanium Grey. 2 Years Warranty,BuyNowOnly,1355125590,$692.57
991,Auckland,"Vodafone Smart N8 Smartphone Black, Locked to Vodafone Network (Come with Pre...",BuyNowOnly,1355125624,$201.96
992,Hong Kong,Asus 2 Laser ZE500KL 16GB Dual SIM - Gold | Brand New Unlocked,BuyNowOnly,1356626035,$240.00
993,Hong Kong,Asus ZenFone Selfie ZD551KL Dual Sim 16GB - Pure White | Brand New Unlocked,BuyNowOnly,1356626046,$319.00
994,Hong Kong,Xiaomi Redmi Note 4X 4G Dual Sim 32GB - Gold | Brand New Unlocked,BuyNowOnly,1356635606,$240.00
995,Hong Kong,Asus 3 Deluxe ?ZS570KL Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1356642895,$796.00
996,Hong Kong,Samsung Galaxy C7 C7000 64GB - Dark Gray | Brand New,BuyNowOnly,1356649498,$482.00
997,Hong Kong,HTC U Ultra (Ocean Note) 64GB + 4GB - Brilliant Black | Brand New Unlocked,BuyNowOnly,1356659083,$741.00
998,Hong Kong,HTC U Ultra (Ocean Note) 64GB + 4GB - Cosmetic Pink | Brand New Unlocked,BuyNowOnly,1356659492,$741.00
999,Hong Kong,HTC U Ultra (Ocean Note) 64GB + 4GB - Ice White | Brand New Unlocked,BuyNowOnly,1356659501,$741.00
1000,Hong Kong,Samsung Galaxy A7 A720FD (2017) Dual Sim 32GB - Blue | Brand New,BuyNowOnly,1356683702,$588.00
1001,Auckland,iPhone 5 Genuine Battery 1560mAh Opening Tools,$19.99,1355210998,$19.99
1002,Waikato,Huawei Y320 Ascend White NZ NEW Phone*,$59.00,1355219499,$59.00
1003,Auckland,Apple Iphone 5C 32gb Green NZ NEW Clearance SALE,$399.00,1355239998,$399.00
1004,Auckland,Apple iphone 5c 16gb YELLOW Nz New CLEARANCE SALE,$380.00,1355241265,$380.00
1005,Auckland,NEW Samsung Galaxy S3 i9305 4G Blue ON CLEARANCE,$259.00,1355254829,$259.00
1006,Auckland,Brand New Telecom T903 XT White + 2GB MicroSD,$43.00,1355255007,$43.00
1007,Auckland,LG E460F Optimus L5 II Black NZ NEW ON CLEARANCE,$87.00,1355261849,$87.00
1008,Hong Kong,Sony Xperia XA F3116 - White | Brand New Unlocked,BuyNowOnly,1356737344,$322.00
1009,Auckland,Zte T54 Rugged Phone Brand New,$79.00,1355263132,$79.00
1010,Auckland,Samsung Galaxy J7 Prime Smartphone 32GB White Gold,$538.00,1355263285,$538.00
1011,Hong Kong,Samsung Galaxy C7 C7000 (2016) 32GB - Pink Gold | Brand New,BuyNowOnly,1356751786,$450.00
1012,Auckland,Alcatel Tribe Cellphone Brand New CLEARANCE SALE,$18.00,1355280762,$18.00
1013,Auckland,Apple iPhone 7 Plus - 32GB - Black Brand New,"$1,319",1355285826,"$1,319"
1014,Auckland,Apple iPhone 7 32GB Rose Gold Brand New,"$1,239",1355287529,"$1,239"
1015,Auckland,Apple Iphone 7 128 GB Jet Black Brand New,"$1,399",1355288697,"$1,399"
1016,Auckland,Apple Iphone 7 128 GB Silver Brand New,"$1,399",1355289079,"$1,399"
1017,Auckland,Brand New ONEPLUS 3T 64Gb Grey,$729.00,1355298338,$729.00
1019,Auckland,Apple Iphone 6 64Gb Silver As New!!,$529.00,1355314811,$529.00
1020,Auckland,As New Apple iPhone 6 16GB Gold,$999.00,1355318179,$999.00
1021,Auckland,Brand New Samsung Galaxy S7 Sm-G930f 32Gb Black,$679.00,1355320111,$679.00
1022,Waikato,White ZTE F328 Unlocked Phone *,$39.00,1355329232,$39.00
1023,Waikato,MobiWire Dakota Rugged UNLOCKED Phone *,$88.00,1355330399,$88.00
1024,Auckland,AS NEW Samsung Galaxy Note 5 Gold 32GB,$639.99,1355333159,$639.99
1025,Auckland,As New Samsung Galaxy S6 Edge 64Gb White,$539.99,1355334477,$539.99
1026,Hong Kong,BlackBerry Priv STV100 32GB - Black | Brand New Unlocked,BuyNowOnly,1356821380,$664.00
1027,Hong Kong,LG Stylus 2 K520DY Dual Sim 16GB - White | Brand New Unlocked (Taiwan),BuyNowOnly,1356827523,$269.00
1028,Hong Kong,Samsung Galaxy J5 J500H 3G Dual SIM 8GB - Gold | Brand New Unlocked,BuyNowOnly,1356834556,$257.00
1029,Auckland,Samsung Galaxy S8 Duos SM-G950FD Gold Brand New!!,"$1,199",1355373919,"$1,199"
1030,Auckland,Samsung S8 + Plus Duos G955FD Dual Sim Gold Brand New,"$1,449",1355374312,"$1,449"
1031,Hong Kong,OnePlus 3T A3010 4G Dual Sim 64GB - Gunmetal | Brand New Unlocked,BuyNowOnly,1356847225,$643.00
1032,Auckland,Apple Iphone 4S 16Gb Black Clearance Sale,$174.99,1355381751,$174.99
1033,Hong Kong,Xiaomi Mi 6 4G Dual Sim 64GB - Black | Brand New Unlocked,BuyNowOnly,1356859698,$802.00
1036,Auckland,Samsung Galaxy S8 Duos SM-G950FD Maple Gold Brand New!!,"$1,199",1355413681,"$1,199"
1037,Auckland,Samsung S8 + Plus Duos G955FD Dual Sim 64GB Gold Brand New,"$1,449",1355416923,"$1,449"
1038,Auckland,As New Apple Iphone 6 64Gb Spacy Grey,$789.99,1355438978,$789.99
1039,Auckland,iPhone 5 Genuine Battery 1560mAh Opening Tools,$19.99,1355448307,$19.99
1040,Auckland,As New Samsung Galaxy S6 G920i 64Gb Blue,$449.00,1355448663,$449.00
1041,Auckland,"Samsung Galaxy S8 Dual SIM G950FD 64GB, Black","$1,199",1355455183,"$1,199"
1042,Hong Kong,Samsung Galaxy S8+ Plus G955FD Dual Sim 64GB - Orchid Gray | Brand New,BuyNowOnly,1356928066,"$1,110"
1043,Auckland,BRAND NEW Alcatel Ot-922 Smart Phone,$49.00,1355468820,$49.00
1044,Auckland,As New Samsung Galaxy S6 Edge G925i 128GB,$649.00,1355475725,$649.00
1045,Hong Kong,Samsung Galaxy J7 J710FD 2016 Dual SIM - Black | Brand New Unlocked,BuyNowOnly,1356940208,$325.00
1046,Auckland,Apple Iphone 7 128 GB Silver Brand New,"$1,389",1355485095,"$1,389"
1047,Auckland,AS NEW Apple IPhone 6 Plus 16GB Silver,$649.00,1355488204,$649.00
1048,Auckland,As New Apple IPhone 6 Plus 64GB Gold,$649.00,1355489329,$649.00
1049,Auckland,Apple iPhone 7 32GB Rose Gold Brand New,"$1,239",1355489741,"$1,239"
1050,Auckland,Apple Iphone 5s 32gb Silver ON CLEARANCE SALE,$389.00,1355490418,$389.00
1051,Hong Kong,Xiaomi Mi Note 2 Pro 4G Dual Sim 128GB - Black | Brand New Unlocked,BuyNowOnly,1356948872,$768.00
1052,Auckland,As New Apple Iphone 5S Space Gray 32Gb,$389.00,1355491001,$389.00
1053,Auckland,Apple iPhone 7 32GB Silver Brand New,"$1,239",1355491417,"$1,239"
1054,Auckland,Brand New Samsung Galaxy S5 Black,$429.00,1355493006,$429.00
1055,Auckland,Apple iPhone 7 Plus - 128GB - Silver Brand New,"$1,649",1355494064,"$1,649"
1056,Hong Kong,Apple iPhone 7 - 128GB - Black | Brand New Unlocked,BuyNowOnly,1356959795,"$1,245"
1057,Auckland,Brand New Apple Iphone 6S 64Gb Rose Gold,"$1,300",1355503004,"$1,300"
1058,Hong Kong,Samsung Galaxy S7 Edge G9350 32GB - Silver | Brand New,BuyNowOnly,1356966186,$762.00
1059,Auckland,Brand New Huawei Ascend P8 16GB Titanium Grey,$489.00,1355506815,$489.00
1060,Auckland,Brand New Samsung Galaxy S5 White,$429.00,1355510211,$429.00
1061,Auckland,As New Iphone 5S 64Gb Grey,$439.99,1355512414,$439.99
1062,Auckland,Android Phone,BuyNowOnly,1355514705,$179.00
1063,Auckland,Apple Iphone 5S 64GB Gold As New,$439.99,1355516828,$439.99
1064,Hong Kong,Nokia 6 Dual Sim 32GB - Matte Black | Brand New Unlocked,BuyNowOnly,1356978930,$453.00
1065,Auckland,As New Apple iPhone 5s 16gb Silver,$339.00,1355519755,$339.00
1066,Auckland,Samsung J2 Prime (Unlocked) Gold - Brand New,$235.00,1355526186,$235.00
1068,Auckland,New Nokia Lumia 530 Grey Smartphone,$119.00,1355538399,$119.00
1069,Hong Kong,Samsung Galaxy J5 J500H 3G Dual SIM 8GB - Black | Brand New Unlocked,BuyNowOnly,1357013880,$257.00
1070,Hong Kong,Samsung Galaxy J5 J5108 16GB (2016) - Gold | Brand New,BuyNowOnly,1357014912,$274.00
1071,Hong Kong,Huawei P9 Lite VNS-L22 Dual Sim (Dual Stand-By) 16GB - Black | Brand New,BuyNowOnly,1357017383,$331.00
1072,Otago,iPhone 5 Battery Replacement,$16.99,1355557190,$16.99
1073,Hong Kong,Asus Zenfone 3 ZE520KL 64GB - Shimmer Gold | Brand New Unlocked,BuyNowOnly,1357060997,$491.00
1074,Auckland,Samsung Galaxy S6 64Gb Brand New White Sealed Box,BuyNowOnly,1355603336,$529.00
1075,Auckland,Samsung Galaxy S6 64Gb Brand New White Sealed Box,BuyNowOnly,1355603045,$529.00
1076,Auckland,Samsung Galaxy S6 64Gb Brand New White Sealed Box,BuyNowOnly,1355603003,$529.00
1077,Auckland,Samsung Galaxy S6 64Gb Brand New White Sealed Box,BuyNowOnly,1355602908,$529.00
1078,Marlborough,Samsung Galaxy S5 Mini Black,$309.99,1355658555,$309.99
1079,Auckland,Samsung Galaxy S6 64Gb Brand New White Sealed Box,BuyNowOnly,1355602885,$529.00
1080,Auckland,Samsung Galaxy S8+ / 64 GB / Midnight Black,$706.10,1354677747,BidOnly
1081,Hong Kong,Samsung Gear S3 Frontier R760 - Black | Brand New,BuyNowOnly,1357100897,$480.00
1082,Hong Kong,HTC U Ultra (Ocean Note) 64GB + 4GB - Sapphire Blue | Brand New Unlocked,BuyNowOnly,1357104475,$741.00
1083,Waikato,ZTE F320 Black Unlocked Nz New Vodafone *,$35.00,1355630122,$35.00
1084,Auckland,Brand New Huawei P9 Titanium Grey SEALED BOX,BuyNowOnly,1355630685,$588.00
1085,Auckland,Brand New Huawei P9 Titanium Grey SEALED BOX,BuyNowOnly,1355630449,$588.00
1086,Waikato,HTC Desire C A320B White Android NZ NEW Phone *,$88.00,1355630942,$88.00
1087,Waikato,HTC Desire C A320B Black Android NZ NEW Phone *,$88.00,1355629205,$88.00
1088,Waikato,ZTE A110 Black UNLOCKED NZ NEW Phone*,$89.00,1355631094,$89.00
1089,Waikato,Vodafone VF-795 Smart speed 6 Unlocked VODAFONE Phone *,$99.00,1355631239,$99.00
1090,Waikato,Vodafone VFD700 Smart Ultra 7 Unlocked Phone* (Dark grey),$289.00,1355629255,$289.00
1091,Waikato,Vodafone VFD200 Smart First 7 Black Unlocked Phone*,$59.00,1355629083,$59.00
1092,Waikato,Spark Pro Grey Unlocked NZ New Phone*,$289.00,1355630877,$289.00
1093,Waikato,ZTE Blade A462 white UNLOCKED NZ NEW Phone *,$139.00,1355629038,$139.00
1094,Auckland,Brand New Huawei P9 Titanium Grey SEALED BOX,BuyNowOnly,1355630382,$588.00
1095,Waikato,Alcatel 4024X Pixi First White 2Degrees Phone *,$75.00,1355629145,$75.00
1096,Waikato,"BLACKVIEW Omega Pro Quad-core 5.0"" 4G Gray Phone *",$249.00,1355630089,$249.00
1097,Auckland,Sony Experia E Smart Phone Brand New Boxed,$99.00,1355448933,$99.00
1098,Waikato,Huawei SCL-L02 Y6 Black unlocked NZ NEW Phone *,$139.00,1355631191,BidOnly
1099,Waikato,Huawei LUA-L02 Y3 II Unlocked Black Phone *,$129.00,1355629308,$129.00
1100,Hong Kong,OnePlus 3T A3010 4G Dual Sim 128GB - Gunmetal | Brand New Unlocked,BuyNowOnly,1357128774,$763.00
1101,Wellington,Elephone S3,$210.00,1355644834,BidOnly
1102,Auckland,Telstra Slim Plus - New changed to NZ use,$149.00,1355660294,$149.00
1103,Hong Kong,OnePlus 3T A3003 4G Dual Sim 128GB - Gunmetal | Brand New Unlocked,BuyNowOnly,1357168169,$846.00
1104,Hong Kong,Xiaomi Mi 5s Plus 4G Dual Sim 64GB - Grey | Brand New Unlocked,BuyNowOnly,1357168898,$536.00
1105,Hong Kong,Xiaomi Redmi Pro 4G Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1357173478,$346.00
1106,Auckland,"MEIZU M2 Note 5.5"" Dual Sim Octa Core 2G 16GB 13MP",$249.00,1353350506,$249.00
1107,Hong Kong,Oneplus X E1003 3GB Ram 16GB - White Gold | Brand New Unlocked,BuyNowOnly,1357181049,$455.00
1108,Auckland,Samsung S8 + Plus Duos G955FD 128GB Coral Blue Dual Sim Brand New,"$1,529",1355711227,"$1,529"
1109,Hong Kong,Samsung Galaxy C7 C7000 (2016) 32GB - Gold | Brand New,BuyNowOnly,1357222913,$450.00
1110,Auckland,Samsung S8 + Plus Duos G955FD Dual Sim 64GB Midnight Black Brand New,"$1,449",1355716277,"$1,449"
1111,Hong Kong,Xiaomi Redmi Pro 4G Dual Sim 64GB - Gray | Brand New Unlocked,BuyNowOnly,1357228948,$346.00
1112,Auckland,Brand New Sony Xperia XZ F8332 Dual Sim 64GB Mineral Black,$949.99,1355729706,$949.99
1113,Hong Kong,Asus Zenfone 3 ZE520KL 32GB - Gold (Taiwan) | Brand New Unlocked,BuyNowOnly,1357235811,$397.00
1114,Hong Kong,LG X Fast K600Y Dual Sim 32GB - Titan | Brand New Unlocked,BuyNowOnly,1357264269,$390.00
1115,Hong Kong,Huawei P10 VTR-L29 Dual Sim 64GB - Dazzling Gold | Brand New,BuyNowOnly,1357266796,$798.00
1116,Hong Kong,LG X Fast K600Y Dual Sim 32GB - White | Brand New Unlocked,BuyNowOnly,1357267755,$390.00
1117,Hong Kong,OnePlus 3T A3003 4G Dual Sim 64GB - Gunmetal | Brand New Unlocked,BuyNowOnly,1357271553,$643.00
1118,Hong Kong,Asus Zenfone 3 ZE552KL 64GB - Sapphire Black | Brand New Unlocked,BuyNowOnly,1357275009,$463.00
1119,Hong Kong,Samsung Galaxy A3 A320FD 16GB (2017) - Blue Mist | Brand New,BuyNowOnly,1357276496,$376.00
1120,Otago,iPhone 6 Battery - iPhone 6 Battery,BuyNowOnly,1355778257,$16.99
1121,Hong Kong,LG G5 SE H840 Single Sim 32GB - Titan Black | Brand New Unlocked,BuyNowOnly,1357277730,$506.00
1122,Hong Kong,Samsung Galaxy A9 Pro A9100 Dual Sim 32GB (2016) - Gold | Brand New,BuyNowOnly,1357288652,$520.00
1123,Auckland,Apple iPhone 7 32GB Silver,BuyNowOnly,1355805536,"$1,293"
1124,Auckland,Samsung Galaxy J5 Prime Smartphone 16GB Gold,BuyNowOnly,1355811208,$406.97
1125,Auckland,Best white iPhone 4 Back Glass Cover Replacem,$16.99,1355816352,$16.99
1126,Auckland,Apple iPhone 6s 32GB Rose Gold,BuyNowOnly,1355818343,"$1,094"
1127,Auckland,Apple iPhone 7 128GB Silver,BuyNowOnly,1355818348,"$1,559"
1128,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Black Until 16th July 2017,BuyNowOnly,1355818451,"$1,019"
1129,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Gold Until 16th July 2017,BuyNowOnly,1355818456,"$1,019"
1130,Auckland,"Vodafone Smart First 7 Smartphone 4GB Black Locked to Vodafone, Hard Bundled ...",BuyNowOnly,1355818519,$38.76
1131,Auckland,Vodafone Smart Ultra 7 Smartphone 16GB Black. Comes with Vodafone Prepay SIM,BuyNowOnly,1355818526,$291.86
1132,Hong Kong,Samsung Galaxy A5 A520FD 32GB (2017) Dual Sim - Gold Sand | Brand New,BuyNowOnly,1357318604,$524.00
1133,Hong Kong,Xiaomi Mi 5s 4G Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1357318799,$452.00
1134,Hong Kong,Samsung Galaxy C7 C7000 (2016) 32GB - Dark Gray | Brand New,BuyNowOnly,1357321252,$450.00
1135,Auckland,Microsoft Lumia 650 Smartphone 16GB Black Unlocked (Hard bundled with Prepay ...,BuyNowOnly,1355822965,$202.98
1136,Hong Kong,Samsung Galaxy S7 edge G935FD 32GB - Silver | Brand New,BuyNowOnly,1357335391,$758.00
1137,Hong Kong,Samsung Galaxy S6 G920F 32GB - White | Brand New,BuyNowOnly,1357336832,$622.00
1138,Hong Kong,Samsung Gear S2 Sport R720 - WiFi Only - Black | Brand New,BuyNowOnly,1357339819,$266.00
1139,Hong Kong,Sony Xperia M5 Dual Sim E5633 16GB - White | Brand New Unlocked,BuyNowOnly,1357346931,$366.00
1140,Hong Kong,Samsung Galaxy S7 Edge G9350 32GB - Gold | Brand New,BuyNowOnly,1357368571,$762.00
